jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Calleo,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist ,Information & Communication Technology,Engineering - Software,Greythorn Experis,,Australia,New South Wales,Sydney,,,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Calleo,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Calleo,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist-Multiple!,Information & Communication Technology,Other,Infinite Consulting Pty Ltd,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Information & Communication Technology,Consultants,Ignite,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,"Mining, Resources & Energy",Other,Alcoa,Alcoa,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,booragoon,Full Time
Data Scientist - Modelling Team,Information & Communication Technology,Database Development & Administration,The Nudge Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,Amplify Partners Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Government & Defence,Government - Local,Charterhouse,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist (Remote Opportunity),Information & Communication Technology,Business/Systems Analysts,Frontline IT and Digital Australia,,Australia,Australian Capital Territory,ACT,,,Full Time
X3 Data Scientist | Machine Learning & AI,Science & Technology,"Mathematics, Statistics & Information Sciences",CircuIT Recruitment Group,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",SustainDigital,,Australia,Victoria,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,"Mining, Resources & Energy",Other,Alcoa,Alcoa,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,booragoon,Full Time
Senior Data Scientist/ Remuneration Specialist,Human Resources & Recruitment,Remuneration & Benefits,The Next Step,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,,Full Time
Data Scientist - Personalisation,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Full Time
Data Scientist - Personalisation,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour Group,,Australia,Victoria,Melbourne,,alphington,Full Time
Data Scientist ; Personalisation ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Information & Communication Technology,Developers/Programmers,Modis,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Data Scientist ,Information & Communication Technology,Developers/Programmers,KPMG Australia,KPMG,Australia,Australian Capital Territory,ACT,,,Full Time
Data Scientist (Marketing),Science & Technology,"Mathematics, Statistics & Information Sciences",FXCM,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
"Team Lead, Data Scientist",Engineering,Electrical/Electronic Engineering,CitiPower and Powercor Australia,CitiPower and Powercor,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Trainee Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",The Social Research Centre,The Social Research Centre,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Science / Advanced Analytics Lead,Information & Communication Technology,Developers/Programmers,Michael Page Information Technology,,Australia,New South Wales,Sydney,,sydney,Full Time
Data Scientist (Defence),Science & Technology,"Mathematics, Statistics & Information Sciences",Consilium Technology Pty Ltd,,Australia,South Australia,Adelaide,,edinburgh,Full Time
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,carsales.com Ltd,Carsales.com.au,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Senior Data Scientist- Advanced Analytics ,Banking & Financial Services,Banking - Business,Westpac Group,Westpac Group,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Beilby Downing Teal,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Data Scientist - Oil & Gas OT/IT,Information & Communication Technology,Other,Brunel,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",NES Fircroft,,Australia,Queensland,Brisbane,,,Contract/Temp
Junior Data Scientist,Science & Technology,Modelling & Simulation,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",TAL,TAL,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Software Developer,Information & Communication Technology,Developers/Programmers,Capstone Recruitment Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Other,NES Fircroft,,Australia,Queensland,Brisbane,,,Full Time
Data Scientist Proteomics,Science & Technology,"Mathematics, Statistics & Information Sciences",Children's Medical Research Institute,Children's Medical Research Institute,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,westmead,Full Time
Lead Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Defence Health,Defence Health,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Reflect Recruitment Pty Ltd,,Australia,Victoria,Melbourne,Eastern Suburbs,camberwell,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,NTT Ltd,NTT Ltd,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist - Actuarial ,Insurance & Superannuation,Actuarial,Deloitte,Deloitte,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Graduate Data Scientist - Brisbane,Consulting & Strategy,Analysts,GHD Pty Ltd,GHD,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Banking & Financial Services,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Banking & Financial Services,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,New South Wales,Sydney,North Shore & Northern Beaches,chatswood,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,New South Wales,Sydney,North Shore & Northern Beaches,chatswood,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Australian Capital Territory,ACT,,barton,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Australian Capital Territory,ACT,,barton,Full Time
Senior Data Scientist,Banking & Financial Services,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Australian Capital Territory,ACT,,barton,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Australian Capital Territory,ACT,,barton,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Banking & Financial Services,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,New South Wales,Sydney,North Shore & Northern Beaches,chatswood,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,Australian Transaction Reports and Analysis Centre (AUSTRAC),,Australia,New South Wales,Sydney,North Shore & Northern Beaches,chatswood,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,EY,EY,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Information & Communication Technology,Other,Michael Page Digital,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Solutions Architect,Information & Communication Technology,Architects,Pancast,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist | 3M Contract | Immediate Start,Information & Communication Technology,Developers/Programmers,Mill Software,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,Morgan McKinley,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Troocoo,,Australia,Queensland,Brisbane,,,Full Time
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)",Information & Communication Technology,Consultants,Oprime Technologies Pvt Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Part Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Sustain Group,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Machine Learning/ Data Engineer - Python,Information & Communication Technology,Developers/Programmers,FinXL IT Professional Services,,Australia,South Australia,Adelaide,,adelaide,Contract/Temp
Data Scientist,Information & Communication Technology,Developers/Programmers,Peoplebank Australia VIC,,Australia,Victoria,Melbourne,,hawthorneast,Contract/Temp
Scrum Master - JIRA/Confluence (MEL/BNE/SYD),Information & Communication Technology,Programme & Project Management,Oprime Technologies Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Financial Data Scientist,Banking & Financial Services,Funds Management,Ark International Group PTY LTD,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Preacta Recruitment,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Preacta Recruitment,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Bioinformatician in Computational Functional Genomics,Science & Technology,Biological & Biomedical Sciences,Children's Medical Research Institute,Children's Medical Research Institute,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,westmead,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Vocus,Vocus,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Government & Defence,Government - Federal,ASIC,ASIC,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist- Advanced Analytics ,Banking & Financial Services,Banking - Business,Westpac Group,Westpac Group,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,AMP Services Limited,AMP,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
